link,title,location,price,summary_description,square_meters,rent,number_of_rooms,deposit,floor_level,building_type,available_from,balcony_garden_terrace,remote service,completion,ownership,rent_to_students,equipment,media_types,heating,security,windows,elevator,parking_space,build_year,building_material,additional_information
https://www.otodom.pl/pl/oferta/mieszkanie-w-kameralnym-bloku-reden-ID4aZiR,Mieszkanie w kameralnym bloku - Reden,"ul. 1 Maja, Reden-Adamiecki, Reden, Dąbrowa Górnicza, śląskie",1 600 zł,"Oferuję piękne mieszkanie w kameralnym bloku. Blok z 2017 roku. Monitoring na całym obiekcie. Miejsce postojowe na zamykanym placu. Mieszkanie składa się z dwóch pokoi oraz kuchni w aneksie. Niezależne ogrzewanie gazowe z pogodynką. Cicha dzielnica blisko park, siłownia, sklepy i przystanki autobusowe i tramwajowe. Chętnie udzielę więcej informacji przez telefon nr: 731483961 (osoba prywatna).",38 m²,200 zł/miesiąc,2,1 800 zł,2/4,blok,,,Obsługa zdalnaZapytaj,do zamieszkania,prywatny,brak informacji,"lodówka, piekarnik, kuchenka, pralka",telewizja kablowa,gazowe,"teren zamknięty, domofon / wideofon, monitoring / ochrona",plastikowe,nie,garaż/miejsce parkingowe,2017,beton komórkowy,brak informacji
https://www.otodom.pl/pl/oferta/super-lokalizacja-dwa-pokoje-balkon-ID4p6kL,Super lokalizacja dwa pokoje balkon,"ul. Jana Kilińskiego, Stary Sosnowiec, Sosnowiec, śląskie",2 200 zł,"Oferujemy Państwu do wynajęcia mieszkanie o powierzchni 52 m2 znajdujące się na szóstym piętrze    
w wysokim bloku przy ul. Kilińskiego.
Mieszkanie składa się z dwóch niezależnych pokoi, kuchni, łazienki z wc oraz przedpokoju.
Kuchnia wyposażona w meble oraz kuchenkę gazową.
Pokoje bez mebli. 
Łazienka w glazurze.
W przedpokoju szafa.
Korytarz dodatkowo  zamykany.
Klatka zabezpieczona domofonem.
Czynsz dla właściciela 2200 zł. w tym czynsz do spółdzielni. Dodatkowo płatne media(c.o, śmieci, woda, gaz i prąd)
Kaucja zwrotna 2000 zł.
Media: centralne ogrzewanie, gaz miejski, ciepła woda z sieci.
Preferowany najem długoterminowy.
Super lokalizacja blisko centrum handlowe Plaza, targowisko, liczne sklepy, przystanki komunikacji miejskiej. Dworzec PKP.
Akceptowane zwierzęta domowe.
Zapraszam do oglądania w dogodnym terminie. Posiadamy klucze od tego mieszkania.
Oglądanie za pośrednictwem Invest II Nieruchomości
tel. 734 105 284

Usługa pośrednictwa jest usługą płatną.
Niniejsza oferta nie stanowi oferty w rozumieniu przepisów Kodeksu Cywilnego, a zawarte w niej dane mają jedynie charakter informacyjny i mogą ulec zmianie.",52 m²,,2,2 000 zł,6/10,blok,,balkon,Obsługa zdalnaZapytaj,do zamieszkania,biuro nieruchomości,brak informacji,kuchenka,brak informacji,miejskie,domofon / wideofon,plastikowe,tak,brak informacji,brak informacji,brak informacji,"piwnica, oddzielna kuchnia"
https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-z-balkonem-ID4oWWD,3 pokojowe mieszkanie z balkonem,"ul. Marii Curie-Skłodowskiej, Piekary Śląskie, śląskie",1 500 zł,"Do wynajęcia przestronne, komfortowe mieszkanie zlokalizowane w spokojnej okolicy.

Mieszkanie zlokalizowane jest na 4 piętrze (bez windy) bloku usytuowanego w otoczeniu terenów zielonych- przepiękny widok z balkonu.

Mieszkanie składa się z:
- 3 pokoi
- oddzielnej kuchni
- łazienki
- toalety
- przedpokoju
- balkonu 

Mieszkanie w częściowo wyposażone:
- pełne wyposażenie salonu: narożnik, 2 komody, stół jadalniany, TV
- pełne wyposażenie kuchni: meble, piekarnik, płyta gazowa, lodówka, naczynia, miejsce do spożywania posiłków
- łazienka: wanna, pralka, umywalka
- przedpokój: 2 bardzo pojemne szafy w zabudowie 
- sypialnia: szafa 3 drzwiowa, komoda, szafka nocna

*w przypadku wynajmu dla firm (kadra zarządzająca lub pracownicy biurowi) istnieje możliwość doposażenia mieszkania w łóżka

Lokalizacja:
Mieszkanie znajduje się na spokojnym osiedlu, otoczonym zielenią. W najbliższej okolicy szkoła, przedszkole, przystanek autobusowy. 10 minut spacerem do sklepów spożywczych (Biedronka, Lidl).
Świetna lokalizacja pod kątem dojazdu do Katowic, Gliwic i innych miast ościennych.

Zasady najmu:
Dla najemców indywidualnych najem na zasadach najmu okazjonalnego. Dla firm umowa najmu.

Koszty:
1500 zł- odstępne
550 zł- czynsz 
320 zł- zaliczka na C.O.
+ media wg zużycia
+ opłata śmieciowa wg liczby mieszkańców

Kaucja: 4000 zł

Tylko kontakt telefoniczny.",60 m²,550 zł/miesiąc,3,4 000 zł,4/4,blok,,balkon,Obsługa zdalnaZapytaj,do zamieszkania,prywatny,tak,"lodówka, meble, piekarnik, kuchenka, telewizor, pralka",brak informacji,miejskie,"drzwi / okna antywłamaniowe, domofon / wideofon",plastikowe,nie,garaż/miejsce parkingowe,brak informacji,wielka płyta,oddzielna kuchnia
https://www.otodom.pl/pl/oferta/wynajme-komfortowe-mieszkanie-na-ul-partyzantow-ID4oWWy,Wynajmę Komfortowe Mieszkanie na ul.Partyzantów,"ul. Partyzantów, Będzin, będziński, śląskie",1 400 zł,"Witam Państwa Do wynajęcia mieszkanie o wysokim standardzie, po remoncie w pełni wyposażone, położone w świetnej lokalizacji Będzina ul. Partyzantów, niski blok piętro 3 z 4. W lokalizacji mieszkania znajduje się pełna infrastruktura komunikacyjna, autobus, tramwaj, kolej podmiejska, blisko do centrum Będzina, Dąbrowy Górniczej, Sosnowca, Katowic. Blisko supermarkety, sklepy osiedlowe, opieka zdrowotna, szkoły i przedszkola. Lokal składa się z dwóch ustawnych pokoi, pokój dzienny (salon) wyposażony w kanapę, nowy stolik rtv, nowy stół z krzesłami, telewizor LCD lampa stojąca; drugi pokój wyposażony w kanapę, komodę z szufladami oraz nową szafę narożną. Kuchnia w pełni wyposażona: lodówka, kuchnia gazowa z piekarnikiem elektrycznym, mikrofalówka; łazienka wyposażona w nową kabinę prysznicową, wc, umywalkę i pralkę; w mieszkaniu znajduje się również przedpokój oraz przynależy do niego piwnica. W całym mieszkaniu zostały wymienione na nowe panele. Pod blokiem parking, ciche sąsiedztwo, domofon. Cena najmu 1400 + czynsz w kwocie 560 zł z zaliczką na wodę 6 m3 oraz dodatkowo opłaty wg zużycia - prąd, gaz. ***WYNAJEM TYLKO DŁUGOTERMINOWY, NAJEM OKAZJONALNY. BEZ ZWIERZĄT*** *** MIESZKANIE Z PRZEZNACZENIEM DLA JEDNEJ LUB DWÓCH OSÓB *** *** MIESZKANIE WOLNE OD ZARAZ*** Kaucja zwrotna 2500 zl.",35 m²,560 zł/miesiąc,2,2 500 zł,3/4,blok,,,Obsługa zdalnatak,do zamieszkania,prywatny,tak,"lodówka, meble, kuchenka, telewizor, pralka","telewizja kablowa, internet",miejskie,domofon / wideofon,plastikowe,nie,brak informacji,brak informacji,cegła,"piwnica, tylko dla niepalących, oddzielna kuchnia"
https://www.otodom.pl/pl/oferta/nowoczesny-apartament-w-wysokim-standardzie-ID4dM9N,Nowoczesny apartament w wysokim standardzie,"ul. Graniczna, Dziewiąty, Zielona Pogoria, Dąbrowa Górnicza, śląskie",2 500 zł,"DO WYNAJĘCIA NOWOCZESNY 2 POKOJOWY APARTAMENT W WYSOKIM STANDARDZIE W PEŁNI WYPOSAŻONY I UMEBLOWANY W DĄBROWIE GÓRNICZEJ

Całość nowocześnie zaaranżowana, kompletnie umeblowana i wyposażona.
Duży salon z aneksem kuchennym i wyjściem na duży balkon.
Niezależna sypialnia z oddzielną garderobą
Kuchnia w zabudowie(biały połysk plus drewniane blaty) wraz ze sprzętem AGD (lodówka z zamrażarką, piekarnik, płyta indukcyjna, pochłaniacz powietrza, zmywarka)
Łazienka z wanną z parawanem prysznicowym ,wyposażona w pralkę.
W przedpokoju duża szafa




Niniejsza oferta nie stanowi oferty handlowej w rozumieniu przepisów Kodeksu Cywilnego",50 m²,,2,5 000 zł,1/8,blok,,balkon,Obsługa zdalnaZapytaj,do zamieszkania,prywatny,brak informacji,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",brak informacji,miejskie,brak informacji,plastikowe,tak,brak informacji,2020,brak informacji,tylko dla niepalących
https://www.otodom.pl/pl/oferta/2-pok-mieszkanie-na-wynajem-43m2-sosnowiec-ID4p6bH,"2 pok mieszkanie na wynajem 43m2, Sosnowiec","ul. Kalinowa, Dańdówka, Sosnowiec, śląskie",999 zł,"Przedstawiamy Państwu ofertę wynajmu 2 pokojowego mieszkania zlokalizowanego w Sosnowcu przy ulicy Kalinowej, dzielnica Niwka.  Układ funkcjonalny: - salon z balkonem, - sypialnia, - oddzielna kuchnia z oknem, - przedpokój, - łazienka z WC,  Media: - prąd, - woda + kanalizacja, - gaz, - CO miejskie z podzielnikami, - woda ciepła z junkersa,  Dodatkowe informacje: - czynsz administracyjny: 800zł miesięcznie, w tym zaliczka na 4 m3 wody, - prąd, gaz, płatne według zużycia, - kaucja zwrotna: 2 000zł, - najem okazjonalny, - okres umowy: 12 miesięcy (lub dłużej), - dostępne od zaraz,  Zapraszamy na prezentację!",43 m²,800 zł/miesiąc,2,2 000 zł,10/10,blok,,balkon,Obsługa zdalnatak,do zamieszkania,biuro nieruchomości,brak informacji,"lodówka, meble, piekarnik, kuchenka, telewizor, pralka","telewizja kablowa, internet, telefon",miejskie,brak informacji,plastikowe,tak,brak informacji,brak informacji,brak informacji,"piwnica, oddzielna kuchnia"
https://www.otodom.pl/pl/oferta/mieszkanie-do-wynajecia-ID4oWHD,Mieszkanie do wynajęcia,"Stary Sosnowiec, Sosnowiec, śląskie",1 600 zł,"Do wynajęcia mieszkanie w centrum Sosnowca przy ul.1Maja,  na pierwszym piętrze,2 niezależne pokoje, kuchnia, łazienka. Mieszkanie w pełni umeblowane I wyposażone w sprzęt RTV AGD,  2 duże szafy do zabudowy,  piwnica. Dużo wolnych bezpłatnych miejsc parkingowych pod budynkiem.W pobliżu znajdują się szkoła,sklepy oraz park.Media płatne według  faktycznego zużycia. W przypadku zainteresowania ofertą proszę dzwonić  najlepiej po godzinie 15",40 m²,450 zł/miesiąc,2,2 000 zł,1,kamienica,,,Obsługa zdalnaZapytaj,do zamieszkania,prywatny,brak informacji,"lodówka, meble, piekarnik, kuchenka, telewizor, pralka",brak informacji,gazowe,domofon / wideofon,plastikowe,nie,brak informacji,brak informacji,cegła,"klimatyzacja, piwnica"
https://www.otodom.pl/pl/oferta/duzy-apartament-w-dabrowie-gorniczej-73m2-ID4p65g,DUŻY Apartament w Dąbrowie Górniczej 73m2,"ul. Graniczna, Dziewiąty, Zielona Pogoria, Dąbrowa Górnicza, śląskie",5 000 zł,"Jeśli szukasz miejsca, które będzie więcej niż tylko domem, chcesz, aby każdy dzień był jak nowy rozdział w książce pełnej komfortu, spokoju i własnego kąta - dobrze trafiłeś/aś!

Mam do zaoferowania mieszkanie o powierzchni 73 m2, które sprawi, że poczujesz się wyjątkowo i bezpiecznie. Znajduje się w przyjaznej okolicy, gdzie każdy dzień rozpoczyna się od widoku na piękne otoczenie i kończy spokojnym wieczorem. Mieszkanie jest w pełni wyposażone i gotowe na Twoje wprowadzenie!

Cechy, które pokochasz:
-> Przestronne, jasne pokoje, powierzchnia całkowita to 73,235 m2 – idealne do życia i pracy zdalnej.
-> W pełni wyposażona kuchnia – gotuj, eksperymentuj i delektuj się każdym posiłkiem.
-> Balkon/Taras – ciesz się poranną kawą lub wieczornym relaksem na świeżym powietrzu.
-> Dogodna lokalizacja – blisko sklepy, parki i komunikacja miejska.
-> Przyjazne dla zwierząt – Twoi futrzani przyjaciele są u nas mile widziani!

Mieszkanie znajduje się w samym Centrum Dąbrowy Górniczej, przestronny taras gwarantuje widok bez sąsiadów zaglądających nam do zupy ;)

W mieszkaniu prowadzone są ostatnie szlify, stąd brak zdjęć, oznacza to, że będziesz jego pierwszym najemcą!

Wiemy, że każdy ma swoje indywidualne wymagania dotyczące wyposażenia końcowego (mebli), dlatego istnieje możliwość wprowadzenia się wraz ze swoimi meblami, lub jeśli preferujesz wejście ""na gotowo"" - daj mi znać a ustalimy dogodne warunki dla obu Stron. :)

W razie zainteresowania, proszę o kontakt SMS.","73,35 m²",1 000 zł/miesiąc,4,9 000 zł,6,apartamentowiec,,"balkon, taras",Obsługa zdalnaZapytaj,do zamieszkania,prywatny,brak informacji,"zmywarka, lodówka, piekarnik, kuchenka, pralka",brak informacji,brak informacji,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",plastikowe,tak,garaż/miejsce parkingowe,brak informacji,brak informacji,tylko dla niepalących
https://www.otodom.pl/pl/oferta/atrakcyjne-mieszkanie-w-samym-centrum-dabrowy-2-p-ID4p64T,Atrakcyjne Mieszkanie W Samym Centrum Dąbrowy! 2 P,"al. Tadeusza Kościuszki 7, Śródmieście, Śródmieście, Dąbrowa Górnicza, śląskie",1 250 zł,"ATRAKCYJNY UKŁAD POMIESZCZEŃ! 2 NIEZALEŻNE POKOJE! DUŻY BALKON!ŚCISŁE CENTRUM MIASTA! BEZPOŚREDNIE SĄSIEDZTWO:PARK HALLERA, CENTRUM HANDLOWE POGORIA, WYŻSZA SZKOŁA BIZNESU, FABRYKA PEŁNA ŻYCIA, ALDI!PARKING POD BUDYNKIEM!Oferujemy Państwu do wynajęcia lokal o bardzo korzystnym układzie pomieszczeń i powierzchni użytkowej 37m kw zlokalizowany na 5-tym piętrze w wysokim bloku w ścisłym centrum Dąbrowy Górniczej.Klatka czysta, cicha, zabezpieczona domofonem. Monitoring w budynku. Spokojne sąsiedztwo. Parking przed budynkiem.Lokal składa się z dwóch niezależnych pokoi, osobnej kuchni, łazienki z WC oraz przedpokoju.Lokal umeblowany. Łazienka w kaflach z kabiną prysznicową.Okna PCV. Na podłogach parkiet.Ogrzewanie z sieci miejskiej. Ciepła woda z junkersa, co znacznie obniża koszty eksploatacji.Doskonała lokalizacja!!W pobliżu: szkoła, przedszkole, sklepy spożywcze i specjalistyczne, przychodnia, apteka, bankomat, restauracja, przystanki komunikacji miejskiej.Świetny dojazd do trasy DK 94, a także wygodny dojazd do ścisłego centrum miasta czyni tę lokalizację świetnie skomunikowaną z całym regionem.Oferta skierowana do osób poszukujących wygodnego rozkładu mieszkania!KOSZT NAJMU: 1250 ZŁ + CZYNSZ 535 ZŁ Z ZALICZKAMI NA C.O. ORAZ WODĘ + MEDIA WEDŁUG ZUŻYCIAKAUCJA: 2000 ZŁGorąco polecamy i zapraszamy na prezentację!!Agent prowadzący: Patryk; nr Tel.: 537 822 933",37 m²,,2,,5/10,blok,2024-02-12,balkon,Obsługa zdalnaZapytaj,do zamieszkania,biuro nieruchomości,brak informacji,"lodówka, meble, pralka",internet,miejskie,domofon / wideofon,brak informacji,tak,brak informacji,brak informacji,wielka płyta,piwnica
https://www.otodom.pl/pl/oferta/super-apartament-dabrowa-gornicza-graniczna-64m2-ID4p3Ka,SUPER Apartament Dąbrowa Górnicza Graniczna 64m2,"ul. Graniczna, Dziewiąty, Zielona Pogoria, Dąbrowa Górnicza, śląskie",4 000 zł,"Jeśli szukasz miejsca, które będzie więcej niż tylko domem, chcesz, aby każdy dzień był jak nowy rozdział w książce pełnej komfortu, spokoju i własnego kąta - dobrze trafiłeś/aś!

Mam do zaoferowania dwa mieszkania (każde z nich po 64m2), które sprawią, że poczujesz się wyjątkowo i bezpiecznie. Znajdują się w przyjaznej okolicy, gdzie każdy dzień rozpoczyna się od widoku na piękne otoczenie i kończy spokojnym wieczorem. Mieszkania są w pełni wyposażone i gotowe na Twoje wprowadzenie!

Cechy, które pokochasz:
-> Przestronne, jasne pokoje, powierzchnia całkowita to 64,27 m2 – idealne do życia i pracy zdalnej.
-> W pełni wyposażona kuchnia – gotuj, eksperymentuj i delektuj się każdym posiłkiem.
-> Balkon/Taras – ciesz się poranną kawą lub wieczornym relaksem na świeżym powietrzu.
-> Dogodna lokalizacja – blisko sklepy, parki i komunikacja miejska.
-> Przyjazne dla zwierząt – Twoi futrzani przyjaciele są u nas mile widziani!

Mieszkania znajdują się w samym Centrum Dąbrowy Górniczej, przestronny taras gwarantuje widok bez sąsiadów zaglądających nam do zupy ;)
Jak widzisz na zdjęciu są świeżo wyremontowane, co oznacza że będziesz pierwszym najemcą!

Wiemy, że każdy ma swoje indywidualne wymagania dotyczące wyposażenia końcowego (mebli), dlatego istnieje możliwość wprowadzenia się wraz ze swoimi meblami, lub jeśli preferujesz wejście ""na gotowo"" - daj mi znać a ustalimy dogodne warunki dla obu Stron. :)

W razie zainteresowania, proszę o kontakt SMS.","64,27 m²",1 000 zł/miesiąc,3,8 000 zł,3,apartamentowiec,,balkon,Obsługa zdalnaZapytaj,do zamieszkania,prywatny,brak informacji,"zmywarka, lodówka, piekarnik, kuchenka, pralka",brak informacji,brak informacji,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",plastikowe,tak,garaż/miejsce parkingowe,brak informacji,brak informacji,brak informacji
https://www.otodom.pl/pl/oferta/apartament-ul-klimontowska-45-2-pokoje-41-m2-ID4nFML,"Apartament ul. Klimontowska 45, 2 pokoje, 41 m2,","ul. Klimontowska, Sielec, Sosnowiec, śląskie",2 600 zł,"Opis apartamentu
Do wynajęcia zupełnie nowy, klimatyzowany, w pełni umeblowany i wyposażony, apartament o powierzchni 41 m2. Apartament składa się z salonu z aneksem kuchennym i balkonem, sypialni, łazienki z toaletą oraz przedpokoju. Do wykończenia lokalu użyto najwyższej klasy materiałów i sprzętu. W każdym z pomieszczeń wykonano zabudowy meblowe na wymiar wedle indywidualnego projektu, aby nadać im nowoczesnego awangardowego wyglądu przy zachowaniu maksymalnej funkcjonalności.
 
Lokalizacja
Lokal zlokalizowany na 2 piętrze w nowym bloku przy ul. Klimontowskiej 45 (inwestycja „Apartamenty na wzgórzu”. Blok wyposażony w: zamykane klatki schodowe z domofonem, cichobieżną windę, garaż podziemny, wentylację mechaniczną, liczniki ciepła.
 
Wyposażenie:
W skład wyposażenia apartamentu wchodzą: płyta indukcyjna, piekarnik z funkcją mikrofalówki, lodówka z zamrażarką, zmywarka, okap kuchenny, pralko – suszarka, telewizor 55"", klimatyzacja z funkcją chłodzenia i ogrzewania
Dostępne media: ogrzewanie i ciepła woda z sieci miejskiej, internet, telefon, telewizja kablowa
 
Koszty najmu: Czynsz : 2600 zł Opłata za miejsce w hali garażowej : 250 zł
Opłaty administracyjne (koszty wspólnoty, zaliczka na wodę, c.o.)  : 500 zł.
Łącznie czynsz + opłaty: 3100 zł. (bez miejsca w hali garażowej)
Łącznie czynsz + opłaty: 3350 zł. (z miejscem parkingowym w hali garażowej)
Pozostałe koszty prądu, wody i ogrzewania rozliczane wedle zużycia. Oferta bez pośredników i prowizji!",41 m²,500 zł/miesiąc,2,5 000 zł,2/5,blok,,balkon,Obsługa zdalnatak,do zamieszkania,prywatny,brak informacji,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","telewizja kablowa, internet, telefon",miejskie,domofon / wideofon,plastikowe,tak,garaż/miejsce parkingowe,2022,pustak,klimatyzacja
https://www.otodom.pl/pl/oferta/mieszkania-dla-pracownikow-3-pokoje-golonog-ID4nYEp,"Mieszkania dla pracowników. 3 pokoje, Gołonóg","Górka Gołonoska, Gołonóg Wschodni, Dąbrowa Górnicza, śląskie",750 zł,"Oferta skierowana do Agencji Pracy poszukujących zakwaterowania dla swoich pracowników.

Wynajmę mieszkanie dla pracowników w bardzo dogodnej lokalizacji jeżeli chodzi o dojazd/dojście do stref ekonomicznych w Dąbrowie Górniczej

Mieszkanie w pełni wyposażone we wszystkie niezbędne rzeczy codziennego użytku oraz sprzęty AGD/RTV.


Wysoki standard
3 pokoje (2,3,3-osobowe)
łazienka z WC
Kuchnia
Bardzo dobrze skomunikowane
W pobliżu wszystkie niezbędne sklepy (markety spożywcze, apteki itp.)
W pełni wyposażone (sprzęty agd, tapczany, pełne wyposażenie kuchni, pościele itp.)
Internet
Komfortowe zakwaterowanie 8 osób
2 lodówki
pojedyncze, wygodne tapczany


Dogodne warunki współpracy.

Oferuję miejsca noclegowe na terenie całego Śląska.

Cena netto dotyczy jednej osoby przy wynajmie mieszkania dla 8 osób.

Wystawiam faktury VAT.",55 m²,,3,,,blok,,,Obsługa zdalnaZapytaj,,prywatny,brak informacji,"lodówka, meble, kuchenka, pralka",internet,brak informacji,domofon / wideofon,brak informacji,nie,brak informacji,brak informacji,brak informacji,brak informacji
https://www.otodom.pl/pl/oferta/wynajme-2-pokojowe-mieszkanie-ID4k2It,wynajmę 2 pokojowe mieszkanie,"al. Józefa Piłsudskiego, Kasprzak, Gołonóg Południowy, Dąbrowa Górnicza, śląskie",1 600 zł,"Wynajmę 2 pokojowe mieszkanie o pow. 50 m2 w Dąbrowie Górniczej, dzielnica Gołonóg. Mieszkanie jest usytuowane na wysokim parterze 3 kondygnacyjnego budynku i składa się z 2 pokoi, oddzielnej kuchni, przedpokoju i łazienki. Ogrzewanie miejskie. Ciepła woda z junkersa. Bardzo dobra lokalizacja tuż przy przystankach autobusowym i tramwajowym. W pobliżu sklep Stokrotka i restauracja.Wyłącznie najem okazjonalny.
Kaucja 2000 złotych",50 m²,540 zł/miesiąc,2,2 000 zł,parter/3,blok,,,Obsługa zdalnaZapytaj,do zamieszkania,prywatny,brak informacji,"lodówka, meble, piekarnik, kuchenka, pralka","telewizja kablowa, internet",miejskie,domofon / wideofon,plastikowe,nie,brak informacji,brak informacji,cegła,"piwnica, oddzielna kuchnia, pom. użytkowe"
https://www.otodom.pl/pl/oferta/dg-samo-centrum-kawalerka-1600-zl-z-czynszem-ID4p5Ig,DG - samo centrum - kawalerka - 1600 zł z czynszem,"al. Tadeusza Kościuszki, Śródmieście, Śródmieście, Dąbrowa Górnicza, śląskie",1 600 zł,"NAJEM OKAZJONALNY !  TYLKO U NAS - MAMY KLUCZE !! WOLNE OD ZARAZ Oferujemy do wynajęcia mieszkanie w Dąbrowie Górniczej przy ulicy Kościuszki ! Samo CENTRUM ! Mieszkanie składa się z pokoju,  kuchni, łazienki razem z WC oraz przedpokoju. MIESZKANIE WYPOSAŻONE ! 
W mieszkaniu - pralka, lodówka, zmywarka, czajnik, stół, kanapa. Powierzchnia 30 m2 11 piętro w wysokim bloku z pięknym widokiem ! CZYNSZ NAJMU - 1600 zł ( w tym zaliczka na C.O, wodę zimną) + prąd i gazKaucja zwrotna w wysokości 1600 złBardzo dobra lokalizacja !ZAPRASZAM DO OGLĄDANIA ! 

Dodatkowe informacje (kontakt i usługi - dotyczy współpracy sieciowej):Chcesz zobaczyć przedstawioną ofertę? Masz pytania? ZADZWOŃ KAROLINA 535 000 796
Nexus Nieruchomości to profesjonalne biuro nieruchomości. Transakcje obsługują tylko pośrednicy z uprawnieniami (nr licencji zawodowych: 17281, 17324).NIE RYZYKUJ SPRAWDŹ KOMU POWIERZASZ SWOJE PIENIĄDZE*** Zainteresowała Cię powyższa propozycja? Chciałbyś uzyskać więcej informacji? ZADZWOŃ lub napisz na mail: znajdziemy ofertę spełniającą wszystkie Twoje oczekiwania. Zapewniamy kompleksową obsługę transakcji. Współpracujemy z doradcami finansowymi, którzy dla naszych klientów BEZPŁATNIE pomagają uzyskać kredyt na zakup nieruchomości. Wykonujemy ekspertyzy i opracowania nieruchomości. Pośrednik odpowiedzialny zawodowo: Agnieszka Cuber, licencja nr 17281.***Przedstawiona propozycja nie stanowi oferty w rozumieniu przepisów.",30 m²,1 zł/miesiąc,1,1 600 zł,> 10/12,blok,,,Obsługa zdalnaZapytaj,do zamieszkania,biuro nieruchomości,brak informacji,"lodówka, meble",brak informacji,miejskie,brak informacji,plastikowe,tak,brak informacji,brak informacji,wielka płyta,"piwnica, oddzielna kuchnia"
https://www.otodom.pl/pl/oferta/mieszkanie-do-wynajecia-dabrowa-gornicza-centrum-ID4ngYL,Mieszkanie do wynajęcia Dąbrowa Górnicza centrum,"ul. Marii Konopnickiej, Dziewiąty, Zielona Pogoria, Dąbrowa Górnicza, śląskie",1 600 zł,"Wynajmę atrakcyjne mieszkanie po remoncie, w pełni umeblowane i wyposażone, znajdujące się w Dąbrowie Górniczej przy ul. Konopnickiej w budynku mieszkalnym jednopiętrowym. Budynek po termomodernizacji. Posesja ogrodzona. Parking na przeciw budynku ogólnodostępny.Mieszkanie składa się z pokoju, kuchni, łazienki. .Miejsce zamieszkania gdzie wszędzie można dojść pieszo. Niedaleko znajdują się popularne zbiorniki wodne Pogoria.Bardzo dobra komunikacja tramwajowa, kolejowa i autobusowa, ścisłe centrumWarunki najmu:Wynajem 1600zł/ 1 osoba ( W TYM WLICZONE OGRZEWANIE I WODA) 2 osoby 2200 złDodatkowo płatne media (prąd według zużycia, śmieci,)Kaucja jednokrotność czynszu",21 m²,1 zł/miesiąc,1,1 600 zł,parter/1,dom wolnostojący,,,Obsługa zdalnaZapytaj,do zamieszkania,prywatny,tak,"lodówka, meble, kuchenka, telewizor, pralka",telewizja kablowa,miejskie,"teren zamknięty, domofon / wideofon, monitoring / ochrona, rolety antywłamaniowe",plastikowe,nie,garaż/miejsce parkingowe,2011,cegła,oddzielna kuchnia
https://www.otodom.pl/pl/oferta/wynajme-mieszkanie-z-2-niezaleznymi-pokojami-36m2-ID4oZO8,Wynajmę mieszkanie z 2 niezależnymi pokojami 36m2,"al. Tadeusza Kościuszki, Śródmieście, Śródmieście, Dąbrowa Górnicza, śląskie",1 250 zł,"Do wynajęcia 2-pokojowe mieszkanie w centrum Dąbrowy Górniczej. Dostępne od 01.03.2024
 
W skład mieszkania wchodzą 2 niezależne pokoje, kuchnia z pełnym wyposażeniem, łazienka z wanną. 
   
OPŁATY: Czynsz najmu 1.250 zł, +czynsz administracyjny w kwocie 350 zł
+ media wg. zużycia  (woda,prąd i gaz).
 
Kaucja zwrotna - 2000 zł Wynajem okazjonalny,  Ciepła woda z piecyka gazowego. Ogrzewanie miejskie w cenie czynszu.
 
Ogłoszenie prywatne, bez pośrednika.",36 m²,350 zł/miesiąc,2,2 000 zł,6/10,blok,,balkon,Obsługa zdalnaZapytaj,do zamieszkania,prywatny,brak informacji,"lodówka, meble, piekarnik, kuchenka, pralka",telewizja kablowa,miejskie,drzwi / okna antywłamaniowe,plastikowe,tak,brak informacji,brak informacji,brak informacji,"piwnica, oddzielna kuchnia"
